name,date,url,content,header,lang,total_word,sentiment
gamespot,2022/05/04,https://www.gamespot.com/articles/elden-ring-where-to-get-freezing-mist/1100-6503037/,if you building your elden ring character to be a frost mage or you simply like the idea of lowering your foes defense so you can wail away on them with a sword you may want to pick up the aoe spell freezing mist luckily you can follow this guide to find out all of the steps that you need to take to obtain itfreezing mist is a sorcery that requires intelligence to cast it creates a mist around you that damages enemies and builds up the frostbite status effect which increases the damage they take by and reduces their stamina recovery speedyou need a javascript enabled browser to watch videoswant us to remember this setting for all your devicessign up or sign in nowby clicking you agree to gamespot terms of use and privacy policyenternow playing godrick the grafted and stormveil castle elden ring lorefreezing mist item description readssorcery said to have been used by the old snow witch releases a cold mist before the caster this sorcery can be cast while in motion charging enhances range of the mist the snowy crone taught the young ranni to fear the dark moon as she imparted her cold sorceryfreezing mist can be purchased from preceptor seluvis at seluvis rise in liurnia of the lakes in order to reach this portion of the map you need to fight your way through caria manor in the northern part of liurnia of the lakes take down the boss there and then make your way out the back of the manoryou must first talk with seluvis in a spectral form at ranni rise which is the westernmost tower in the part of the map located behind the manor ranni the witch questline starts here and once you spoken to seluvis spectral form at the beginning of the quest you then be able to go talk to his human form at his own tower just south of ranni riseseluvis will task you with delivering a potion to nepheli loux however you have a few options here you can return to roundtable hold and give her the potion talk to gideon ofnir and ask him to dispose of it or hold onto it and follow the dung eater questline and give it to him near the end of the game though whatever you decide will provide different outcomes your main goal here is to choose one and then head back to seluvis so that you can purchase freezing mistonce you decided who to give the potion to seluvis will consider your part done and provide you with a shop featuring some exclusive sorceries one of them is freezing mist which you can purchase for runesnote if you prefer you can wait until you completed the entirety of ranni questline at which point seluvis will die afterward you can pick up his bell bearing at seluvis rise then you can take seluvis bell bearing to the twin maiden husks at roundtable hold where they allow you to buy all of his sorceries there including freezing mistelden ring guidesgamespot may get a commission from retail offersgot a news tip or want to contact us directly email news ,Elden Ring: Where To Get Freezing Mist,en,258.0,Negative
gamespot,2022/05/04,https://www.gamespot.com/articles/elden-ring-where-to-get-glintstone-arc/1100-6503025/,while there are plenty of oneonone encounters in elden ring the game can sometimes throw a hoard of enemies your way and really put you in a tough spot in situations like these it can be helpful to have a highdamage aoe spell at your disposal that where glintstone arc comes in and we tell you exactly how to get your hands on itglinstone arc is a sorcery that requires intelligence to cast it sends a wide horizontal arc of magic that can deal pretty substantial damage to groups of enemies making it one of the most useful aoe spells in the gameyou need a javascript enabled browser to watch videoswant us to remember this setting for all your devicessign up or sign in nowby clicking you agree to gamespot terms of use and privacy policyenternow playing godrick the grafted and stormveil castle elden ring loreglintstone arc item description readsone of the glintstone sorceries of the academy of raya lucaria fires a horizontal arc of magic that spreads outward this sorcery can be cast repeteadly and while in motion granted to sorcererers who depart from the academy to embark on journeys in order to fend off large groups of wouldbe adversaries fools often roam in packsthe astrologer class gets glintstone arc as part of its starting kit so the spell doesn have to be purchased separately and can be used immediatelymeanwhile glintstone arc can be purchased from sorceress sellen at waypoint ruins in limgrave for runes this npc will move to new places during her long questline though so follow our sorceress sellen quest guide if you find that she left the ruins at some point along your journey and aren sure where she at nextlastly glinstone arc can be purchased from thops at church of ilith in liurnia of the lakes for runes however if you give him the academy glintstone key he requests you progress his storyline and he will disappear to raya lucaria academythops will be dead when you find him just outside the schoolhouse classroom site of grace room meaning you need to loot his bell bearing from his corpse and take it to the twin maiden husks in roundtable hold to buy the spell thereelden ring guidesgamespot may get a commission from retail offersgot a news tip or want to contact us directly email news ,Elden Ring: Where To Get Glintstone Arc,en,226.0,Positive
gamespot,2022/05/04,https://www.gamespot.com/articles/elden-ring-where-to-get-glintstone-cometshard/1100-6503068/,on your journey through elden ring lands between you be certain to round up plenty of sorceries if you like to make sure you get every last one however you need to find some scrolls to give various npcs so that they can offer you more options in the case of glintstone cometshard we need to visit raya lucaria academy for one such scroll first read on to find out the rest of the requirements needed to score this sorceryglintstone cometshard is a sorcery that requires intelligence it fires a magic comet that will hit a single target and then do some splash damage to other nearby enemiesyou need a javascript enabled browser to watch videoswant us to remember this setting for all your devicessign up or sign in nowby clicking you agree to gamespot terms of use and privacy policyenternow playing godrick the grafted and stormveil castle elden ring loreglintstone cometshard item description readsone of the glintstone sorceries of the academy of raya lucaria fires a magical comet with a trailing tail this sorcery can be cast repeatedly and while in motion charging enhances potency a sorcery of the karolos conspectus the most venerable of the academyglintstone cometshard can be purchased from sorceress sellen at waypoint ruins in limgrave she will sell the spell for runes after you give her a particular scrollthe conspectus scroll needed to unlock glintstone cometshard at sellen shop can be found within raya lucaria academy in liurnia of the lakes to gain access to this legacy dungeon you first have to get the academy glintstone key located behind glintstone dragon smarag to the west of the academy you can just grab the key and avoid the fight if you wishwith the key in your possession enter raya lucaria academy and make your way through the straightforward dungeon until you come to the schoolhouse classroom site of grace just outside that room to the left is a room with a corpse that can be looted to gain the conspectus scrollnow that you have the scroll go back to waypoint ruins and descend the set of steps there to enter the cellar inside you face off against the mad pumpkin head boss don fret though as this is a very slow and easy boss to take out but you want to be sure that you remember that his head is immune to damage just wail away on his backside or stomach until he dies then you can go through the door to talk with sorceress sellen she sell you glintstone cometshard once you give her the conspectus scrollthis npc will eventually move from this spot if you follow her questline however she will continue to sell her spells regardless of her location if you want to know more about her and where she goes follow our sorceress sellen quest guideelden ring guidesgamespot may get a commission from retail offersgot a news tip or want to contact us directly email news ,Elden Ring: Where To Get Glintstone Cometshard,en,246.0,Positive
gamespot,2022/05/04,https://www.gamespot.com/articles/elden-ring-isnt-the-type-of-game-former-nintendo-boss-reggie-fils-aime-usually-likes-but-he-tried-it/1100-6503070/,former nintendo of america president reggie filsaime is among the millions of people who have played from software elden ring and now he weighed in to share his thoughtsspeaking to mashable filsaime said he doesn normally gravitate toward from software soulstype games because they don match up with the fantasy fulfillment that he likes to get out of gamesyou need a javascript enabled browser to watch videoswant us to remember this setting for all your devicessign up or sign in nowby clicking you agree to gamespot terms of use and privacy policyenternow playing elden ring everything to knowthey go against my style of play i like to be overpowered when i take on bosses i like to win i don like it when my character dies filsaime saidbut he was convinced to play elden ring because everyone else was playing it and he wanted to try in the end filsaime was entertained by what he played though he didn finish the game i enjoyed elden ring i didn play to completion but i enjoyed the experience and learned from it he saidelden ring has sold more than million copies it was the bestselling game in the us during february and march new book disrupting the game is out now in the book the executive discusses his life and career spanning from his growing up in haiti moving to the bronx attending cornell and then becoming an executive at multiple companies before joining nintendo filsaime retired from nintendo in and served on gamestop board of directors until he quit due to what he said was a rudderless outlookfor more check out gamespot rundown of the best things we learned from filsaime new bookgamespot may get a commission from retail offersgot a news tip or want to contact us directly email news ,"Elden Ring Isn't The Type Of Game Former Nintendo Boss Reggie Fils-Aime Usually Likes, But He Tried It",en,174.0,Positive
gamespot,2022/05/04,https://www.gamespot.com/articles/best-ps5-headset/1100-6482578/,best gaming headset in arctis gaming headset runneruprazer blackshark probest featuresrazer kaira proexcellent audio at a great pricesony pulse budget gaming headsetsteelseries arctis primebest highend gaming headsetastro wired gaming headsetastro highend wireless headsetsteelseries arctis headset with superior acousticsepos hybrid and budget wireless headsethyperx cloud flightgreat for competitive playersvictrix gambit blacka headset is one of the most important accessories you can purchase after getting a playstation unless you have a ridiculous sound system a good headset is likely to improve your audio experience while gaming whether you play competitive multiplayer games or immersive sims the also happens to have some cool sound features that can be properly highlighted by select headsets we rounded up the best headsets from highend wireless options to budgetminded picks that still get the job done with so many headsets to choose from it not the easiest choice to make we hope that our list of the best headsets will make your decision a bit easierone of the unique features is sony proprietary audio technology called tempest audiotech this enhances directional audio giving you a better idea of where everything is coming from this is particularly helpful in firstperson games and it also extremely useful in quickmoving games like returnal sony pulse headset was designed to work with it but other headsets you connect to the utilize it as well including our favorite headset the steelseries arctis steelseries arctis is a wonderful gaming headset designed specifically with the in mind the audio is stellar and it even boasts the audio technology the connects wirelessly through a lossless usbc dongle it can also be used wirelessly with the nintendo switch and pc the is also the comfiest headset on this list thanks to ultrasoft ear cushions and a great headband design that includes an elastic band for added comfort the attached stealth microphone has a slideout compartment that keeps it tucked away when not in use in addition to being a great allaround headset from a technical perspective the has stylish look that matches the razer blackshark pro is one of the most comfortable gaming headsets out there and it delivers excellent audio quality with its wireless connection it features the same hyperspeed wireless tech that razer uses in its keyboards and mice providing a low latency connection that works like a charm paired with the thx spatial audio app it also makes for a great pc gaming headset it available in a number of configurations including two wired versions while the razer blackshark pro is more expensive than the pulse headset it makes up for that in superior audio quality extreme comfortability and an excellent microphonein terms of gaming headsets that make great use of the features you can beat the razer kaira pro one of the hallmark new features on the is the haptic feedback from the dualsense controller the razer kaira pro adapts haptics for your ears via razer hypersense technology though it may sound strange at first the kaira pro offers an inventive and immersive experience that stands out the drivers produce rich sounds that put the kaira pro near the top of the class in terms of audio quality and the detachable microphone makes voice chat crisp and clearthe kaira pro is a highend headset that also looks the part thanks to its white and black design that matches the it equipped with chroma rgb lighting effects that can be tinkered with using a mobile app another perk of the kaira pro is that it connects wirelessly to via a usbc dongle while also boasting bluetooth that means you can use the kaira pro as headphones for all bluetoothenabled devices making it a versatile pick that is best on but great all aroundthe pulse headset is sony official gaming headset for the and while its plastic frame makes it look and feel somewhat flimsy it actually a great budget option its audio quality is quite good pushed even further with sony audio technology its sleek design also means you won have a big mic boom in front of your face when chatting with friends however those with larger ears may not find the pulse to be the most comfortable headset if you want to learn more check out our pulse headset reviewthe steelseries arctis prime is an excellent budget option that will work with all of your devices including the the arctis prime is a wired headset with superb ergonomics a sturdy lightweight design and great audio for the price if you don mind a wired connection the arctis prime is unlikely to disappointastro wireless headset is one of the best highend options confirmed to work with the it an exceptionally comfortable headset and comes with a charging dock that you can easily drop the headset into between sessions it connects to the via usb but if you want to use the included mixamp then you need the astro hdmi adapterthat releases in october for connecting the dock to a pc also lets you customize and save eq profiles for use with playstation consoles it also has a battery life of up to hours which makes it great for those daylong sessionsif you want a cheaper wired option then the astro is a great choice it boasts a similar audio quality to the while featuring a detachable microphone lighter frame and a wired connectionno charge required it connects via the dualsense port and supports both game audio and voice chat if you want to use the mixamp pro tr that comes with some models you need the astro hdmi adapter which released in october for both are suitable options for the it really just a matter of whether you prefer a wired or wireless headsetthe steelseries arctis is the company highend gaming headset and it comes with some great features that make it worth your money it features lowlatency wireless connectivity for your gaming audio on as well as bluetooth for anything else you may want to hear this lets you listen to music chat over discord or take phone calls on a smartphone or other device lastly it boasts more than hours of battery life on a single charge it a fantastic headset and you can learn more about it in our steelseries arctis reviewepos isn as well known of a brand has some other manufacturers on this list but chances are you recognize the name sennheiser the audio giant behind the epos gaming headset brand the epos hybrid features audio mixing with simultaneous bluetooth that allows you to play games while easily chatting with a friend two individual microphones and integrated volume control with the epos that stylish headset has a closed acoustic design to seal you off from the world a detachable microphone and is compatible with all major platformsavailable now at a reduced price the hyperx cloud flight main selling point is a battery life that can last up to hours a durable design and led lighting effects that you can customize on the ear cups compatible with pc and playstation it also comes with a detachable microphone that has noisecanceling features built into itfor anyone looking to inject some serious sound into their ears the victrix gambit features finetuned hardware that designed to take advantage of the playstation audio features an ultralightweight design and profiles designed to make popular games such as fortnite and call of duty sound more immersivemore tech picks from gamespotgot a news tip or want to contact us directly email news ,"Best PS5 Headset In 2022: Razer, SteelSeries, And More",en,467.0,Positive
gamespot,2022/05/04,https://www.gamespot.com/articles/how-to-get-the-white-mask-in-elden-ring/1100-6503074/,the secret is out bleed builds are op in the current elden ring pvp meta and are just as fantastic in pve with enough points put into dexterity most bleed weaponsfrom the moonveil to rivers of bloodare viable options but it the equipment you choose to pair with these weapons that make a bleed build really tick and the white mask is the best of the bunchthe white mask is the helm of the war surgeon set when worn it increases your attack power by for seconds after inflicting bleed on an enemy it even stacks with the lord of blood exultation talisman which increases your attack power by combined you consistently be hitting enemies for more damageyou need a javascript enabled browser to watch videoswant us to remember this setting for all your devicessign up or sign in nowby clicking you agree to gamespot terms of use and privacy policyenternow playing elden ring the best path after liurniawhile it possible to get your hands on the white mask early in the game it will take some effort it found in mohgwyn palace one of the most brutal zones in all of elden ring getting through it underleveled is a tall order but when you do you have a key piece of equipment for any bleed build that can carry you through the whole pve experience and even into pvpimportant note killing mohg lord of blood locks you out of obtaining the white mask if you already beaten him you need to wait until ng to get this helmthere are two ways to reach the mohgwyn palace completing white mask varre questline or reaching a portal deep in the consecrated snowfieldwhite mask varre questline can be completed very early in the game so this is the option to go with if you want to get your hands on the white mask as quickly as possible in a new gamevarre is the first npc you encounter in elden ring standing right next to the first step site of grace talk to him here then return to this location after defeating godrick the grafted in stormveil castle or after obtaining any great rune he will instruct you to visit the roundtable hold and meet the two fingers do so then head to liurnia of the lakesthe second location you find varre is at the rose church just south of raya lucaria academy talk to him here and tell him the two fingers didn seem right when he asks your impression of them talk to him again and he will give you five festering bloody fingers a consumable item used for invading other players in pvpuse the fingers to invade three different players then return to varre he will ask you to join him in serving luminary mohg lord of blood allow him to anoint you and he will give you the lord of blood favor instructing you to soak it in a maiden blood as your final stepthe closest place to do this is at the church of inhibition tucked away in the northeast corner of liurnia when you get there head over to the maiden corpse in the chair grab the finger maiden set from her then select dye cloth with maiden bloodwith your newly bloodsoaked lord of blood favor in hand head back to varre he will congratulate you on completing your final trial cut off your finger and reward you with a reusable blood finger talk to him again and he will give you the pureblood knight medal a reusable item that can instantly teleport you to mohgwyn palace from anywhere use it head up the stairs and rest at the dynasty mausoleum entrance site of gracethis is the far simpler option of the two but you won be able to get there until later in the game you first need to make it to the altus plateau by collecting both halves of the dectus medallion in limgrave and caelid respectively from there you must defeat morgott the omen king in leyndell to gain access to the mountaintops of the giants finally you must complete latenna questline to get both halves of the haligtree secret medallion only then can you access the consecrated snowfield by using the grand lift of roldonce you make it to the hidden path to the haligtree site of grace head northwest until you hit the yelough anix ruinsit hard to see through the snow in this area but it basically a straight shot from there continue northwest until you find a lone albinauric guarding a portal on the side of the cliff take down the sanguine noble invader collect the sanguine noble set and enter the portal to mohgwyn palace head out of the cave and follow the trail to your left until you reach the palace approach ledgeroad site of graceyou find the white mask in a lake of blood in the southeast section of the map to get there from the dynasty mausoleum entrance site of grace simply head down the stairs and continue forward hugging the cliffside on your right until the lake of blood narrows into a stream there will be giant crows dogs and deadly bloodgeysers ahead so tread lightly to get here from the palace approach ledgeroad site of grace head down the hill past the hordes of albinaurics once you reach the lake hug the left wall until you reach the streamcontinue forward you will be invaded by three different nameless white mask npc invaders in this area naturally they inflict bleed their combos can be lethal if you get caught in them so be ready to dodge away when they rush you try to pick off some enemies from a distance before going in or consider luring the invaders away the giant crows are extremely aggressive and can spot you from a distancethe first invader will appear right at the entrance of the lake the second will appear near the rocks to your left neither of these drop any items but you want to get them out of the way nonetheless finally head to the cliffside at the far south end of the lake you find the final invader there behind a large treekill the final invader to get the war surgeon set white mask and all suit up and watch the damage output from your bleed build increaseelden ring guidesgamespot may get a commission from retail offersgot a news tip or want to contact us directly email news ,How To Get The White Mask In Elden Ring,en,430.0,Positive
gamespot,2022/05/04,https://www.gamespot.com/articles/nintendo-switch-oled-gets-a-rare-discount/1100-6502657/,the nintendo switch oled is on sale for at woot right now the deal applies to the white model switch oled and is only available today if you interested in this deal you want to grab it as soon as possiblewoot an amazonowned retailer offered this very same deal last week but it sold out in minutes it certainly possible that stock will run out before the promotion officially ends tonightlast week switch oled deal was the first discount we ever seen on the switch oled so while bucks off doesn sound like a lot this is the best deal you likely find for quite some time woot deal comes with free shipping for amazon prime members arriving between april and april fact it exceedingly rare to even see discounts on the regular nintendo switch which launched more than five years agogamespot best lists and recommendationsgot a news tip or want to contact us directly email news ,Nintendo Switch OLED Gets A Rare Discount,en,109.0,Positive
gamespot,2022/05/04,https://www.gamespot.com/articles/ps5-restock-tracker-check-stock-at-ps-direct-walmart-gamestop-and-more/1100-6498228/,playstation directamazongamestopbest buywalmarttargetneweggadoramastockxoutside of a restock at ps direct it been an uneventful week for restocks this is especially true when you compare it to last week console drops numerous major retailers had the in stock last week including walmart gamestop amazon and best buy all of those restocks predictably sold out rather quickly but it was nice to see a flurry of restocks following a quiet period over the last month or so also if you not registered on ps direct make sure to sign up to have a chance to participate in the next inviteonly restockto hopefully help you secure a we rounded up all of the retailer listings for the and digital in one place we continue to update this article every time a restock goes live at a major retailer most restocks still take place online but occasionally retailers such as best buy and gamestop announce in store restocks additionally some recent restocks have been limited to members of various subscription programs at major retailers including amazon prime walmart best buy totaltech and gamestop powerup rewards probelow you find the most recent restock dates at major retailersonce you manage to secure a make sure to check out some of our roundups for games accessories and more to help you get the most out of your best lists and recommendationsgot a news tip or want to contact us directly email news ,"PS5 Restock Tracker: Check Stock At PS Direct, Walmart, GameStop, And More",en,135.0,Positive
gamespot,2022/05/04,https://www.gamespot.com/reviews/back-4-blood-tunnels-of-terror-dlc-review/1900-6417865/,since back blood debuted in october it been players bestlooking and perhaps most extravagant left dead successor since the original sequel in but it also been a frustratingly inconsistent game to play in one level you may excitedly limp to the saferoom as a swarm scratches at your heels the way any horde shooter should often feel only for the next level to be a mess of enemy spam and poor objective design six months later pacing and design issues still hinder the experience in the game first expansion tunnels of terror but the moments of frustration are finally showing signs of waning alongside some fun additions to the game core campaignthe tunnels of terror expansion adds two characters a slew of weapons and seven new levels to back blood in the form of ridden hives rather than offer up another underplayed side attraction to the main campaign these ridden hives are smartly built right into the game original already lengthy story mode spawning at random hives act as highrisk highreward optional dungeons into which a full team must agree to descend togethertauntingly they often appear near safe rooms giving squads of cleaners a decision to make head for the security of the bright orange door or sink into the hellish hives for the game best loot for any highlevel players the decision should be an easy one legendary weapons can only be found in these hives not to mention the game new free currency skull totems which can unlock exclusive new cosmetics those factors should mean that the toughest roguelite runs demand at least one pit stop in a hive for better weapons however the game legacy issues like poorly balanced enemy swarms continue to get in the wayacross the game seven hives each has a second inner hive region that is meant to be even harder and they certainly are but not in a fun way rather than pit you in inventive new scenarios like splitting up the group or putting you in tough flightorfight situations the ai director simply throws a lot more of the game mutations special infected at youit feels like a game of dd being run by a dungeonmaster with a puerile idea of the rule of cool sometimes less is more but back blood continues to reject the notion opening a door and being met with four minibosses at once isn interesting it just exhausting and doing that five times in a single hive makes it that much more of a slog as a saving grace the ai teammates seem better now than they did at launch meaning these overwhelming hordes are sometimes more manageableat the very least predictablewhen played offline due to the way the ai aims expertly and defends you like their monarchthese ongoing issues are why i found it both frustrating and funny that alongside the dlc came an even harder difficulty for those who want it i don know anyone who thinks the game is properly balanced at its lowest difficulty so introducing a new ceiling without repairing that shoddy floor feels like the wrong way to goat least some other parts of these hives are worthwhile the loot itself is great offering weapons with impressive stats and special abilities in a move borrowed from loot shooters each bundle of these weapons is also stashed in a warped chest and opening such a chest deals trauma damage to your whole squad making hp harder to restore any cleaner can unilaterally open a warped chest which makes communication keyand the lack thereof potentially damning for team chemistryi found that so long as the ai director was only being tough but fair the hives themselves were well worth venturing into each time i came upon one my group was eager to head inside suggesting that the riskreward balancing act done by developer turtle rock is better off than its horde cadencewhile the hives do vary somewhat in design they all largely follow the same basic principles they sprawling mazes of flesh where exits must be noted mentally by any team wishing to make a quick exit after clearing them out getting lost is a deliberate part of the process and teams that split up to tackle each titular tunnel will soon remember teamwork is paramounti wish there were more variety in the hives actual looks but i do also appreciate the background lore that pours out of them their mere existence paints the ridden in more vibrant colors zapping my brain with fun questions like how long were they down there and how could these things ever be truly exterminated these questions don have answers and i like it that way they remind me of the purposely vague hints of how the downfall happened in any classic zombie storythe tunnels of terror expansion is both a decent addition in its own right and a progress report on back blood ongoing struggles to find proper balance and pace thanks to the accompanying patch i witnessed fewer moments of frustration in the past week than i ever have beforemonster spam in the inner hives notwithstandingand that heartening as someone who would very much like to play this game for a long time if it can just iron out some more wrinkles for now it still a bit messy but ahead of the headlining additions of new levels characters and weapons i find the most promising aspect of tunnels of terror is its lengthy list of patch notes,Back 4 Blood: Tunnels Of Terror DLC Review,en,460.0,Positive
gamespot,2022/05/04,https://www.gamespot.com/reviews/rogue-legacy-2-review-grand-lineage/1900-6417870/,if you were to draw up a blueprint of the ideal video game sequel it would be a schematic of rogue legacy the latest roguelite dungeon crawler from developer cellar door games retains everything that was captivating about the original while improving upon it with some fantastic new additions if you played the first game you notice there an immediate familiarity to rogue legacy crunchy combat and satisfying gameplay loop yet it doesn take long for new wrinkles to appear that significantly alter each run through its evershifting worldthe basic premise of rogue legacy is identical to that of the first game you play as a valiant adventurer who sent to explore the ruins of a mysterious castle your ultimate goal is to find and defeat six unique bosses in order to unlock an imposing door that leads to the final area as you gallivant across rogue legacy six varied and increasingly treacherous biomes you accrue golden coins by opening chests and vanquishing enemies this wealth can then be used to purchase permanent upgrades like increased health strength intellect and so on unfortunately for your intrepid explorer however they never get to spend this money themselves each time you die in rogue legacy you return to the beginning of the castle as your previous character offspring inheriting all of the gold and upgrades they acquired before perishingyou need a javascript enabled browser to watch videoswant us to remember this setting for all your devicessign up or sign in nowby clicking you agree to gamespot terms of use and privacy policyenternow playing rogue legacy launch announcementat the start of each run you asked to select from a trio of potential heirs all eager to venture off into what is usually certain doom sometimes these progenies arrive with randomly generated traits that can benefit or hinder them sir timothy ii for instance was an heir of mine who had hollow bones that made him fall slowly whereas lady jane suffered from a functional neurological disorder that rendered her unable to attack for a few seconds after sustaining damagesometimes these traits have no gameplay implications at all like lady michelle and the irritable bowel syndrome that made her fart a lot other times the complete opposite is true and you end up with someone like sir shawn a particularly unfortunate descendant who had a case of osteogenesis imperfecta which is a fancy way of saying a single hit was enough to kill him you won know what impact these traits will have until using them at least once but the game adds gold modifiers to entice you to pick an heir with lessthanideal traits so there an element of risk and reward that goes into each decisionthis genetic variation ensures that each run through the sprawling castle feels fresh yet rogue legacy chromosomal lottery also takes things a step further than its predecessor by introducing distinct character classes now the first game did have different character classes that would grant you specific spells and passive abilities but each scion would still charge into battle wielding the same greatsword with the same basic swordswinging mechanics this time around combat has been expanded with each class brandishing a signature weaponbarbarians carry an axe with a slow overhead swing and an aerial spin attack valkyries utilize a spear that can attack in four directions making it one of the few classes able to strike directly upwards boxers build up a combo meter with each punch gradually increasing in damage gunslingers meanwhile can rapidly shoot in any direction with the final eight bullets in a magazine dealing a critical blow there are also knights chefs mages assassins dragon lancers and more all with their own specific armaments spells health bars mana pools and so on no two classes feel alike which along with the randomized traits and spells makes each new run a unique experiencesome of these classes have more of a learning curve attached than others the bard for instance is particularly distinct they use a lute to shoot out musical notes that don deal a lot of damage by themselves but can be spinkicked to create a powerful explosion each class also has a singular talent usually acting as some form of defensive maneuver valkyries can spin their spear in a spry circle to deflect projectiles while the chef cooks up a stew to recover both health and manathere an immediate familiarity to rogue legacy crunchy combat and satisfying gameplay loop yet it doesn take long for new wrinkles to appear that significantly alter each run through its evershifting worldgetting to grips with each playstyle and finding which ones work for you is part of the joy of rogue legacy first couple of hours combat is engaging across the board too no matter which of the classes you using there a lovely heft and chomp to the action with enemies erupting into a shower of gold as you dash between fiery projectiles and slice through them with emphatic momentumthe delightfully varied enemy types that congregate in each biome are also a significant reason why rogue legacy combat is so enjoyable from detached floating hands wielding knives and mallets to poisonspewing mushroom creatures and zombies who suddenly emerge from the floor learning each one attack patterns and knowing how to counter them is crucial to staying alive it makes each encounter a tense and dynamic affairwhen you not fighting for your life you be exploring a procedurally generated world that rich in aesthetic diversity the cold stone walls of the initial castle eventually give way to snowcapped mountaintops an opulent study where paintings come to life and a cavernous underground cave system that feels like it descending straight to the earth core the gorgeous new art style does a fantastic job of bringing these areas to life foregoing the previous game stylings in favor of a cartoon look that utilizes sharp lines and vivid colors the backdrops are all entirely handdrawn while the characters and objects are making the action really pop off the screenif there a downside it that the map can sometimes feel a little too big you might spend multiple runs going through room after room without ever finding the boss resulting in plenty of backtracking as you return to areas you already cleared these don feel like wasted runs if you able to accumulate enough gold to buy a few upgrades but it does add an unsavory element to rogue legacy monetary grind progressing through each biome isn a straight run to the boss room either you may have to collect a couple of keys or defeat a miniboss or two before being able to face the area final challengeit here where rogue legacy adopts some light metroidvania trappings throughout the game you gradually acquire a variety of permanent abilities called heirlooms that let you reach previously inaccessible areas these include a double jump inair dash and more aside from acting as a key to unlock new biomes these abilities also have a fundamental impact on every other aspect of rogue legacy gameplay echo boots for instance is an heirloom that allows you to use spinkicks to bounce off what are called resonant platforms increasing your platforming range by launching you into the air and resetting your air dash but you can also use those kicks to destroy the resonant projectiles some enemies hurl at you adding a new wrinkle to some combat encountersif there one way in which rogue legacy is most like its predecessor it the punishing difficulty curve but there are more options for dealing with it here than in the original this is a challenging game but cellar door has made some concessions this time around to make it more approachable the addition of house rules lets you tweak the difficulty to your liking whether that means making the game slightly easier or ramping up the adversity for an even tougher challenge there are a couple of sliders that let you tweak global damage and health down to a minimum of and you can also toggle contact damage on or off and give yourself flight if a platforming section is proving insurmountable house rules are a welcome addition and though it can make the experience easier it doesn suddenly turn rogue legacy into an easy game your missteps just aren punished as harshly giving you a little more leeway to make mistakesalthough rogue legacy is built on a grind to purchase more upgrades and become stronger it always respects your time if you use a key to unlock a door that door will remain unlocked forever minibosses don return after you beaten them and you can pay a fee to permanently unlock teleporters at the beginning of each biome letting you jump ahead without having to find the area entrance again there also an architect who will lock the world for a percentage of your gold preventing it from changing at the beginning of each new run this way you can easily jump straight back into a boss fight without having to fight your way to itall of this makes rogue legacy difficult to put down the one more run effect is in full force as you choose yet another new heir to embark on another perilous journey the introduction of distinct classes with their own unique weapons is a masterstroke that elevates this sequel by building on what was already a fantastic premise and satisfying roguelite loop house rules make it more palatable for a wider audience but also give players an opportunity to tailor the challenge to their liking even if that means increasing the difficulty the breadth of its biomes can sometimes induce backtracking as you search for the path forward but this is a minor blemish on what is a fantastic game sacrificing your family tree has never felt so good,Rogue Legacy 2 Review - Grand Lineage,en,711.0,Positive
gamespot,2022/05/04,https://www.gamespot.com/articles/amazon-tech-deals-save-hundreds-on-monitors-keyboards-laptops-and-more/1100-6502904/,amazon is offering big price cuts on laptops computer monitors and other pc accessories today with several highprofile products from lg lenovo and razer included in the savings whether you shopping for a new gaming keyboard or an affordable chromebook there bound to be something that catches your eyethis compact tenkeyless version of the razer huntsman offers everything great about its larger sibling but in a more compact streamlined form you be treated to durable doubleshot pbt keycaps a detachable typec cable for easy setup and teardown and the ability to save five profiles directly to your keyboard the huntsman tkl even includes sound dampening foam to help reduce sound when smashing on keys during the heat of battle typically priced at its new listing of just is one of the better deals we seen this yeara handful of monitors are discounted at amazon today but few are as enticing as the lg ultragear gaming monitor not only is it seeing one of the biggest price cuts down to just but it also one of the most capableoffering a reliable ips display with a response time and resolution it highly adjustable too with lg including a stand that offers tilt height and pivot adjustments you can even turn the monitor vertically if you so inclinedwhile there aren any bonafide gaming laptops in the latest amazon promotion the lenovo chromebook flex is an affordable option for anyone who just needs to surf the web or stream the latest series the big selling point of the flex is its fully convertible form factor which can fold flat to provide easy access to its touchscreen display it also easy to get up and running as you can quickly log in with a google account to peruse your existing files or save your new creations to the cloud its hdd and ram won set the world on fire but there not much else on the market at this price point that can compete with its sleek design and reliabilitygamespot best lists and recommendationsgot a news tip or want to contact us directly email news ,"Amazon Tech Deals: Save Hundreds On Monitors, Keyboards, Laptops, And More",en,203.0,Positive
